City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
401,komsomolskiy,40,UZ,1593272660,26,40.43,71.72,22.0,9.3
402,cheremnoye,40,RU,1593272660,31,53.17,83.21,25.0,6.0
403,wanning,87,CN,1593272661,89,18.8,110.4,27.74,3.59
404,port hardy,90,CA,1593272661,87,50.7,-127.42,12.0,1.5
405,abu zabad,90,SD,1593272662,66,12.35,29.25,26.8,7.92
406,hell,0,NO,1593272662,29,63.45,10.9,33.0,5.1
407,salalah,75,OM,1593272484,89,17.02,54.09,29.0,5.7
408,vestmannaeyjar,75,IS,1593272663,62,63.44,-20.27,13.0,4.1
409,ust-kut,25,RU,1593272664,64,56.79,105.77,18.29,1.46
410,methoni,40,GR,1593272664,51,36.82,21.7,29.44,4.6
411,bedesa,54,ET,1593272665,67,8.9,40.78,20.19,2.08
412,vangaindrano,15,MG,1593272665,90,-23.35,47.6,20.55,3.39
413,westport,40,US,1593272666,57,41.14,-73.36,26.11,2.1
414,chokurdakh,39,RU,1593272666,49,70.63,147.92,9.35,5.81
415,boddam,90,GB,1593272667,87,57.47,-1.78,16.67,7.7
416,shimoda,100,JP,1593272667,71,34.67,138.95,22.78,0.45
417,muyezerskiy,1,RU,1593272673,43,63.93,31.65,15.87,4.39
418,coihaique,75,CL,1593272674,74,-45.58,-72.07,-2.0,2.6
419,kaitangata,100,NZ,1593272674,90,-46.28,169.85,10.56,2.24
420,raga,27,SS,1593272675,74,8.46,25.68,26.8,2.49
421,sydney,59,AU,1593272290,76,-33.87,151.21,11.11,2.68
422,juchipila,87,MX,1593272676,50,21.42,-103.12,26.2,0.8
423,elizabeth city,1,US,1593272677,55,36.29,-76.25,31.11,5.1
424,rancho palos verdes,90,US,1593272638,93,33.74,-118.39,18.33,2.6
425,rocha,50,UY,1593272678,62,-34.48,-54.33,11.74,3.42
426,college,75,US,1593272678,81,64.86,-147.8,11.0,1.5
427,yurimaguas,40,PE,1593272679,69,-5.9,-76.08,28.0,1.5
428,ternate,9,ID,1593272680,79,0.8,127.4,26.36,0.76
429,kargasok,99,RU,1593272680,89,59.06,80.86,17.83,2.76
430,lubango,0,AO,1593272681,24,-14.92,13.49,24.0,4.1
431,atar,10,MR,1593272681,8,20.52,-13.05,44.34,7.24
432,porangatu,0,BR,1593272682,29,-13.44,-49.15,33.4,1.73
433,idritsa,62,RU,1593272683,58,56.33,28.9,25.57,2.4
434,lalupon,80,NG,1593272684,77,7.47,4.07,28.32,2.42
435,khorol,72,UA,1593272684,67,49.78,33.28,26.13,1.13
436,moree,7,AU,1593272685,93,-29.47,149.85,5.0,2.1
437,las vegas,1,US,1593272591,15,36.17,-115.14,32.22,1.5
438,ngama,17,TD,1593272687,28,11.78,17.17,36.89,0.7
439,bud,100,US,1593272688,96,39.45,-86.18,21.11,4.75
440,torrington,97,US,1593272688,71,41.8,-73.12,25.56,1.42
441,sitka,90,US,1593272689,87,57.05,-135.33,12.0,2.1
442,kedrovyy,99,RU,1593272690,93,56.17,91.82,17.0,2.0
443,kalevala,76,RU,1593272691,48,65.2,31.17,14.67,3.58
444,taiyuan,74,CN,1593272691,42,37.87,112.56,27.0,3.0
445,pachperwa,25,IN,1593272692,73,27.52,82.65,30.04,5.31
446,nanakuli,75,US,1593272692,73,21.39,-158.15,24.0,2.1
447,vao,41,NC,1593272693,71,-22.67,167.48,21.1,6.29
448,itarema,37,BR,1593272693,76,-2.92,-39.92,27.97,5.64
449,moroni,6,KM,1593272694,77,-11.7,43.26,25.09,2.99
450,batamshinskiy,75,KZ,1593272694,48,50.56,58.27,19.0,4.0
451,kadiri,93,IN,1593272411,73,14.12,78.17,26.73,5.81
452,hadejia,16,NG,1593272695,22,12.45,10.04,37.95,1.23
453,gumdag,16,TM,1593272696,18,39.21,54.59,28.06,2.57
454,arrecife,20,ES,1593272513,51,28.96,-13.55,27.0,11.8
455,okmulgee,75,US,1593272697,74,35.62,-95.96,27.0,6.7
456,hamilton,90,US,1593272698,83,39.18,-84.53,25.0,4.6
457,petrovsk-zabaykalskiy,100,RU,1593272698,91,51.27,108.84,14.73,1.13
458,mogadishu,40,SO,1593272699,84,2.04,45.34,26.05,6.85
459,yangambi,55,CD,1593272704,65,0.81,24.43,27.68,1.01
460,oussouye,96,SN,1593272705,83,12.48,-16.55,28.0,3.1
461,yining,100,CN,1593272705,88,29.04,114.56,25.3,1.26
462,shestakovo,54,RU,1593272706,57,56.49,103.96,19.86,1.77
463,akdepe,0,TM,1593272706,22,42.06,59.38,25.0,2.1
464,kavieng,100,PG,1593272707,82,-2.57,150.8,27.38,3.97
465,otrado-kubanskoye,0,RU,1593272707,61,45.24,40.84,21.62,3.76
466,hervey bay,0,AU,1593272708,87,-25.3,152.85,13.33,2.24
467,soledade,94,BR,1593272708,92,-28.82,-52.51,5.32,4.54
468,boa vista,75,BR,1593272556,66,2.82,-60.67,30.0,4.1
469,eskisehir,20,TR,1593272550,47,39.78,30.52,26.0,4.6
470,davila,90,PH,1593272710,94,18.47,120.58,25.0,2.1
471,kudat,75,MY,1593272711,94,6.88,116.85,24.0,3.1
472,kandalaksha,84,RU,1593272711,60,67.16,32.41,12.33,3.8
473,igarka,26,RU,1593272712,66,67.47,86.58,16.91,2.5
474,huescar,77,ES,1593272712,24,37.81,-2.54,33.33,3.13
475,logansport,40,US,1593272713,100,40.75,-86.36,23.89,5.1
476,baracoa,99,CU,1593272713,74,20.35,-74.5,29.48,5.47
477,porto novo,40,BJ,1593272714,79,6.5,2.6,29.0,6.7
478,oriximina,17,BR,1593272714,56,-1.77,-55.87,31.54,2.75
479,alofi,97,NU,1593272715,88,-19.06,-169.92,23.0,1.5
480,le port,75,RE,1593272715,88,-20.94,55.29,22.0,4.6
481,kuala terengganu,40,MY,1593272716,94,5.33,103.14,27.0,1.0
482,berlevag,99,NO,1593272716,89,70.86,29.09,6.92,7.23
483,taonan,6,CN,1593272717,58,45.33,122.78,20.88,2.24
484,xai-xai,0,MZ,1593272717,72,-25.05,33.64,17.89,1.4
485,cattolica,3,IT,1593272684,51,43.96,12.74,28.89,5.1
486,san ramon de la nueva oran,0,AR,1593272718,29,-23.13,-64.33,19.93,1.23
487,acurenam,78,GQ,1593272719,83,1.03,10.65,23.78,2.13
488,dunedin,100,NZ,1593272656,96,-45.87,170.5,10.0,4.41
489,santa lucia,20,ES,1593272720,53,27.91,-15.54,25.0,15.4
490,colares,20,PT,1593272720,64,38.8,-9.45,25.0,8.7
491,peniche,13,PT,1593272721,82,39.36,-9.38,23.89,1.79
492,benguela,0,AO,1593272722,70,-12.58,13.41,23.66,2.71
493,daram,93,PH,1593272723,82,11.63,124.79,26.96,3.41
494,boma,81,GH,1593272724,62,7.08,-2.17,29.65,1.42
495,jaicos,54,BR,1593272724,30,-7.36,-41.14,34.08,2.15
496,san remigio,100,PH,1593272725,82,11.08,123.94,27.07,2.7
497,fort nelson,75,CA,1593272639,51,58.81,-122.7,17.0,6.2
498,dakoro,71,NE,1593272726,24,14.51,6.76,36.58,9.53
499,matara,18,LK,1593272726,85,5.95,80.54,26.35,4.38
500,yarkovo,57,RU,1593272727,74,57.4,67.08,10.57,1.73
501,lima,90,PE,1593272727,77,-12.04,-77.03,17.0,1.5
502,maues,27,BR,1593272728,46,-3.38,-57.72,33.61,1.99
503,sakakah,0,SA,1593272728,5,29.97,40.21,42.0,4.6
504,mormugao,100,IN,1593272729,82,15.4,73.8,27.81,2.59
505,pasighat,94,IN,1593272730,87,28.07,95.33,24.04,1.12
506,vysokogornyy,93,RU,1593272731,93,50.12,139.15,8.14,1.13
507,kota belud,40,MY,1593272736,94,6.35,116.43,24.0,3.1
508,inhambane,20,MZ,1593272737,39,-23.86,35.38,27.0,2.63
509,progreso,75,MX,1593272738,74,21.28,-89.67,32.78,4.6
510,port moresby,40,PG,1593272738,88,-9.44,147.18,25.0,7.7
511,mnogovershinnyy,85,RU,1593272739,99,53.94,139.92,6.02,0.62
512,kalisz,13,PL,1593272740,60,51.76,18.09,25.91,3.6
513,qurayyat,0,SA,1593272560,10,31.33,37.34,39.0,11.3
514,moyobamba,98,PE,1593272741,66,-6.05,-76.97,25.1,0.6
515,kokopo,100,PG,1593272742,86,-4.35,152.26,24.99,3.32
516,beringovskiy,0,RU,1593272742,73,63.05,179.32,3.1,7.64
517,rosetown,100,CA,1593272743,86,51.55,-108.0,16.11,0.45
518,cayenne,2,GF,1593272743,59,4.93,-52.33,32.0,5.1
519,valleyview,93,CA,1593272744,64,55.07,-117.29,15.07,4.12
520,darnah,0,LY,1593272744,67,32.77,22.64,24.68,9.63
521,lyndon,90,US,1593272745,69,38.26,-85.6,25.0,6.2
522,dingle,100,PH,1593272745,85,11.0,122.67,25.89,1.15
523,sao felix do xingu,0,BR,1593272746,43,-6.64,-51.99,31.98,1.96
524,chimore,54,BO,1593272447,57,-16.98,-65.13,20.8,1.68
525,nouadhibou,67,MR,1593272747,74,20.93,-17.03,21.43,11.75
526,batagay-alyta,92,RU,1593272747,53,67.8,130.41,19.48,3.17
527,comodoro rivadavia,0,AR,1593272684,44,-45.87,-67.5,3.0,4.1
528,along,99,IN,1593272748,90,28.17,94.77,22.88,0.76
529,kugulta,0,RU,1593272749,20,45.36,42.39,25.0,6.0
530,goderich,65,CA,1593272749,86,43.75,-81.72,22.78,3.01
531,kruisfontein,27,ZA,1593272750,44,-34.0,24.73,16.86,7.4
532,axim,98,GH,1593272750,83,4.87,-2.24,26.02,6.33
533,letham,75,GB,1593272751,93,56.62,-2.77,16.11,3.6
534,yumen,0,CN,1593272751,47,40.28,97.2,17.68,1.49
535,moron,94,AR,1593272752,54,-34.65,-58.62,13.89,2.1
536,sokolo,28,ML,1593272753,14,14.73,-6.12,42.14,3.66
537,gazojak,0,TM,1593272753,21,41.19,61.4,22.63,8.53
538,kyzyl-suu,60,KG,1593272754,64,42.34,78.0,12.81,1.95
539,monte carmelo,0,BR,1593272754,42,-18.72,-47.5,25.54,3.86
540,iida,100,JP,1593272755,98,35.52,137.82,23.89,0.45
541,sola,57,VU,1593272755,84,-13.88,167.55,26.96,8.35
542,luanda,0,AO,1593272623,73,-8.84,13.23,22.74,5.46
543,soe,99,ID,1593272756,100,-9.86,124.28,16.81,1.79
544,nabire,98,ID,1593272757,85,-3.37,135.48,25.22,1.25
545,thunder bay,20,CA,1593272757,57,48.4,-89.32,24.0,2.6
546,grindavik,75,IS,1593272758,67,63.84,-22.43,14.0,7.2
547,melbu,97,NO,1593272758,63,68.5,14.83,15.56,7.15
548,margate,43,GB,1593272759,68,51.38,1.39,20.0,2.68
549,monroe,75,US,1593272760,83,43.15,-77.68,23.89,3.1
550,jamundi,40,CO,1593272760,65,3.26,-76.53,27.0,0.91
551,san patricio,75,MX,1593272761,74,19.22,-104.7,30.0,2.6
552,askino,100,RU,1593272762,93,56.09,56.58,12.2,4.92
553,barra patuca,98,HN,1593272763,78,15.8,-84.28,28.13,4.07
554,savannah bight,99,HN,1593272769,78,16.45,-85.85,27.86,6.04
555,koshurnikovo,18,RU,1593272769,95,54.17,93.3,14.36,0.71
556,dali,96,CN,1593272770,85,25.7,100.18,17.72,2.83
